THIS IS THE RESULT OF RUNNING THE CODE

Block	hash	from	contractAddr	ether
1194173 0x4f1157d5d8ba7020eae26bde667b14dbf763ae00c5e38c0ea161a173ca9b29d2 0xba74006a0a9128918cf1b8aa5c3adccef4b8956f 0x94e7fdb3f0d1a86db1a1434fa3b02d6c552255af 0.0005
1203928 0x1dd266ae0f4d26e6e1bd763ebeb123d726ecbd95d26cb1a31f3b58648cf62099 0xaf771039345a343001bc0f8a5923b126b60d509c 0x61b991808c0f64fd78ca0543ac4eede406904af4 0.000000000000000001
1215159 0xc094154607562f9608a686253b07ec8cd23cf2ba373c315e56d10b1f165b3704 0x78223a4bfa5ba875d4b9ec573f8436a25943e9b3 0x6c08365a6ab1daf73ff064e102036631e9e03ccd 0.05
1260840 0x6ace7da68c5a75b7e278a555152f11f9fb37aaa7e6820dd890b049fd73258156 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xa441863b16c862b68c50608d3c0c6a6435c9dd5d 0.000000000000000048
1260881 0x8a9664d15c0b4b425bc5e9a855b7d5033f9d83a90222ab710af0c9e0ee0473d2 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x8e13ec9113ed63bb69cb8a069ecbda65591fc236 0.000000000000000047
1260881 0x9240f8fe4414e04660843959ed65d690ae13b98ef5f68cfa5b25be265d153552 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x6dcf41b813121b7970c6d35dacd8ede014149dce 0.000000000000000044
1260882 0x2507b94a2209d3c9ed738c0e4878f1f000fb202cf0bbb355d4d69082e53e851f 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x8474369504e4a0e8e7a89322ec0517bb866b3fdb 0.00000000000000004
1260882 0xf8a3ca9d9d1274c37ecdf3510608fc2d0b2c179da57922013f262c20b48ac0f7 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xddbb093cf8235f7879f41fce99ddaf427b33b33d 0.000000000000000024
1260882 0xf7072a00d91f7f5c683be381a85ee212b34b3d174648695fbbd3ef6c2d547868 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x07776560e163baad9fcf3a4b693ef534d2689628 0.000000000000000018
1260882 0x488b4a4fa065e2404482aa4e6c5f1fc8aa94410dbcb10b69b4b5bdff08f4cdba 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x2ca8fbe36eca7e650dfed1dcf148be4fa8e63b54 0.000000000000000017
1260882 0xf413c29b2c449816eb796431fa568649b157f9eaaae5014beb5707237aa9d53c 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x0c7781e3b8babf8123c43b101d7e380e2009af94 0.000000000000000015
1260882 0x7be83cc8e6b3ff4cd33fb3f3a5745c7081597540d95737baeae3fbe62a61b9d3 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x2cfff88ee4c3f32fa63b9da0086d0efaa262de96 0.000000000000000013
1260882 0xa0bf311c2c82a5133ec66ed801b0bb0969a0c7379b6bd8cf7462bf7dd4592ba8 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x5707dbf57532ed17044ce8b8ff1b6d9ea613a925 0.000000000000000009
1260882 0x93edf8b6af3dc7a6f4b33dc8c074fadc72dd728f277650ab8dfd3aa1a32c80f4 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x334e80ee093e325e9f9afa4dd8077b4ee782a492 0.000000000000000009
1260882 0x4f45d8cc2fd2a1f071dc296ba2155bc83860e8cc68e1bc804ab6e79a86cdbb2a 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x93acab617f0a0d16b0ca5c3baf1045018574aecd 0.000000000000000008
1260882 0x6d31e7842e0ae2b20f98d8f60f32a9e8708d77b4dfc3e835c5e546f35a9b8ef4 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xe0785bd810af6214009c2311ea931e6df57e3450 0.000000000000000007
1260882 0xff57038be894629fcb6767220f553b5bff16bb2305baca380dd0c13c13876c35 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x5966fed1e3f73f4501445bfc06ec0a17a179d77b 0.000000000000000007
1260882 0x4f78a2523fa9e80ddb8392284ffee03127ca9758e2e576ec26241cfdad58d418 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x280299ca0f864c66f8a16251a4293f070daf5381 0.000000000000000007
1260882 0xedaf6c8a0ddbccc6d085abe6e5023f8c8b1606a5c8b80f1838a651bdf76b81a1 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xa0974e3de37aa18531225ab32c3b47f2041ee1f7 0.000000000000000006
1260882 0xdc4391ba085bdc026d547416ce594266143841594e9b99f375f3c35c230d30f2 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x801941e121b909ec38dde30af28c6ecb998e24fc 0.000000000000000006
1260882 0xea371ade30c412eaf1cf726af63b72787ed9d576db34da13d0181902e950c83b 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xec48679c8fe2cf490bf5044c66e3e2e2016b7f27 0.000000000000000005
1260882 0x1fb907e63f68f1b2f94c17a93b1dc973578003be9694f76a18e528a79e550177 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x947553f890ca8943ab3bf2be5e9f7cc1592d1007 0.000000000000000005
1260882 0x2905f1a56c42d7c9949a407cd432443d52c0669c87d347b6805eb6b7e3498a4f 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x51a452ff689a6c36871e9382a124ac1b46f975ac 0.000000000000000005
1260882 0x866a32c18d402c79b468c802312635dc9c8cc729331589fa24d52b5c251e28ba 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x72fc5d64b65eb68a7a3d00098272fdd11ed5f6cb 0.000000000000000005
1260882 0x0af09d1519c9d56876749adfcbd7c1ac6f2d53de7e353bbe75d1e5f2bc39f366 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x60fbdf64594b384e38031ce37837fefddcf1aab3 0.000000000000000005
1260882 0xdb0c6f7bce44cc8a997f307a5f4ec10daf5a403ee70e66764a224a85a04a56c2 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xeb6655d3c43b62cf3003983a66a02d739374abad 0.000000000000000005
1260882 0x5257a8a1de2634b9f14e40291e0e2d268d8834b489866bc31f5e12b4b3356560 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x61c7222848da33a29e726824b5aa9e6f63a9f535 0.000000000000000004
1260882 0xeee34c9a16f49d970c6fb3d3527747757a2f1918c1440f8c27ff9840ed8e9f26 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x5a99266ca89fa5897d24b02c98a4304a35974e6d 0.000000000000000004
1260882 0x4ffac4f59f378aed93f63c22bdcfdfb07b1e69897aa5d099a811555cd1cc10d7 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x4b47c7e15a4705bac8bcc4cab553033fbedfdcc2 0.000000000000000004
1260882 0x268396676202c643b3bd041b76325faee24700d417e99d1d42b8717e8608653a 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x93abc85148ea171dd2b7056f029a2c7088c2d488 0.000000000000000003
1260882 0x5d8c4ff607e35063c6951a7a9a711c82ca51a2542556a25c07ceebd1182acc93 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x79ba107a239807e366486201630bd9d822780add 0.000000000000000003
1260882 0x8a7ee5379655a84ce91e54d4c6537c98a6fe1fc0a1232a87d40979600a541a99 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xcc084e959ebb0dff49d849fbcf6ef4dbbf3bc557 0.000000000000000003
1260882 0x9e550fed67100fc30a272a96a0ca2c26fcac243e070e00d5f27f99a0b2383502 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xee9d1e6200d881cea194a960c02db9e08e74f307 0.000000000000000003
1260882 0x1a56c5c6f6a948f1963b6d40223c4c8e0c3d61d8dac47197afff1106bcf91c52 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xa432189291e6327acc182433448739db5878183c 0.000000000000000003
1260882 0x5acc8b1e6e0685c53e2253f142a8a1a098c25e1f9db1a4f5e476b9562731a285 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x664bfee0c7fb6a594d84fb2061ab59108a7f3e47 0.000000000000000003
1260882 0x2819b447cc9977ce0b9a3dc20dff52d984599776c18cd497a7b9f546e5fb5de2 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x0f07b155a85464935d9b69fc4cf76b3d37ce1da5 0.000000000000000002
1260882 0x64cc2b9cd5519243c57b8ec48f22c2f2cfa2a9e4091fbc32ef4c91544b4510a9 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xf27458bd5795ad99e3ea18886771a08df9bfc9f1 0.000000000000000002
1260882 0x987f77dbf2cc0d042368bd0a12bcbdce53e0168547d3f7c4c2355eaf8af8b176 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xb6889a9e8cfd4b415f0740986336232151797fcd 0.000000000000000002
1260882 0xb27ae7d07d846d8d6bfaa636bf5b85f75e83fa0f3b93baf12fd7bcfb6d202dfb 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xba7dd1f2f6b5d0d6bc67db0f6ababc36d7c6b347 0.000000000000000002
1260882 0x0c0f867b404616b8cacb99007d627a141c39e6312d5eb3a9c2788851f42dea56 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x6b76f72dc8bea4d06f17e0f4d918d2fb6d509d1a 0.000000000000000002
1260882 0x7c507ae916a71f25a220885bd4261b30b22b7a1776fb018efc622990ae9f8b8a 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xf6a8ca14af957214f18680d92c82ce56706e98b5 0.000000000000000002
1260882 0x6ce19508f0db68f56ba73c493a62160a212d3b47d91948cf906225c580977769 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x31d252aec1c8a061a40fdf038208351466806684 0.000000000000000002
1260882 0x648e9dc281c03dc964378959578376e12d89e440bd4420196500176afd05015b 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x280a9e0b7db06d6c0d84977e1eb81f0a1fa44e70 0.000000000000000002
1260882 0x49e4b8309ce6d7019a9a2e99fbc96288471d4d9ef936a67794644cf7b3c0a295 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xacad3d3ba8d6c7cd51b8b910aac6d56b28683a2c 0.000000000000000002
1260882 0x0467d284da125820391854376a74fac04733fcd697ad4796e5174b7a17d25b66 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x00b3089c0da312532d4a90f3afd17d931a216f62 0.000000000000000002
1260882 0xd971b390ac327b502b409bada06c6d12e325e028b7227fa00f85bfe64d44114e 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xbbf2612f0e91a10e3cfe63f0a0efa0c4f60fab3c 0.000000000000000001
1260882 0x70ea6b6c02178ac4821e42e0f9af6104164b5538d3344d091af75cc742826482 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x571390757abee79bb705c9f2fb7141539e73f3f6 0.000000000000000001
1260882 0x7fb4868a5ccbaa423d5b48d437c25ab7825b11cc1beec787baa733469ffbcfcd 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x1c7bc4caaa59ffd05e4f2b34315280c292f5a881 0.000000000000000001
1260882 0x69237bbca119a316717b926d35d886c1d284bef9589dda47bfab97633bb876b9 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xcb43feed5d3ba40cb56d52cc7121f9a08cff34ea 0.000000000000000001
1260882 0x8066defc21b4c58f3367da39b964d744763c85bf2bd15a6b403f152c15054747 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xb4aad569b055b1e59ca6628327296e78d826763e 0.000000000000000001
1260882 0xe3771211d216a76705a1e645ce948c02e862237fa6412d9fb4e4156dd944ca98 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xacb4d9d132fcf7fdb0d3e26b31cf7c7c53da627a 0.000000000000000001
1260882 0xf2098aec4beade2bc8808742a319ebb5045289ecb2950612666b116cee23fd6c 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x9d4c9423baeac4f60507d3b224ccc794cbe098e3 0.000000000000000001
1260882 0x388aeed32dc0f1a0091379c189739aa12c585d1f24f036674f19733c7c74e813 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x4075b6482969893e6169e60517cb8909015916ed 0.000000000000000001
1260882 0xac24760bb6259e08bb5f89cd1d7d3032492d77a9c3c4a4555d9a28cd359f048f 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xd741923fe048de8eef2158f6dc0eb6a07ea868ce 0.000000000000000001
1260882 0x6dc4abbe9df4b04362a477bf78c86fb7f56722e6b02465d3e7daa5df83a05bf8 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xc865ed0e8202153b7fbb8e5cf0b9b5aa06450b58 0.000000000000000001
1260882 0xa2c3664055bef888a31827a043a852d3ad14be1b138db113ed0d07a60c377f0f 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x010bb17fcc33f2c36acd5dbb88cfdd8b612bdedb 0.000000000000000001
1260882 0xab899465f4d202bd4ba0d30957e5e5c9f8a00d13668f433452ddb7bd60bec1f6 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xb25c31fa11e81b3a826a1174f41351d87398cdee 0.000000000000000001
1260882 0x1d679d06f22dfc5a1b4a6c7215b21101b3706056430c45e850dda7061779e26e 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xd359db14ace57c7610b62d8ef3cd8372a19b5491 0.000000000000000001
1260882 0xb900e9c9f4d1d4d9ee5d05b0133b3217e8b1a19ca02ccbc29b6796cb5f774534 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x0117a681f14c33e989c5fe154d8a67fd6d07c222 0.000000000000000001
1260882 0xf73a3dfcc822db12fdcf34108f1ae22fe4b66a3c4e93eea85d59a610d6255436 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x7878d1848d5b59b9f851c180188761c4e23694e3 0.000000000000000001
1260882 0x365e5fb2bb40090599f4689c740d0d0ed9e6239aa579973f35eeddbc54340d0d 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x7c68e880a2933d869bde7d8f101fb0053767e850 0.000000000000000001
1260882 0x0a3e366d80d937df121bd3e0ba84bca8c3815ecce90f859be96f9248f8bca806 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x9a86df36b982a04158158360d8be085c000b9d4c 0.000000000000000001
1260882 0x5e418f8b93a0b2450d8e7276a87fb707c1a48aa8c3127f0b7f518758aebf8e77 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xa26ad8d1c5cc34a2ea48e8d3c847f19948e5159b 0.000000000000000001
1260882 0x3fa90b9df01249dbb1c5f80349af8ecdd1bf5c33092ffc8f846f5bfcab53437b 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xe4d35366aa764dbbaf9d3e5bcc1ecc8f9a26a491 0.000000000000000001
1260882 0x04c38135a2be4f09a30571eb2e3b919e6de9da126b37271d33e45ddbc5b28604 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x8ab079a403bb709016ab9159f267551b54a76d7c 0.000000000000000001
1260882 0x94159123c389ce6a46e489b83502460202db7946b0cae71811992a70f17b1097 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x7ebb84b8bb8a1b1557e1ebe10b509cb9c68eb09e 0.000000000000000001
1260882 0x9303247a766180133d250b8cf18b8b19ef4a0bea7aeab6b111d5d985bd30fd5d 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x63f7fb7e23c40b7e8cc76cac959c38d5556d851d 0.000000000000000001
1260882 0x6a4b27ecdc8e46098f52576150318240d021214ce293655f01b1675ec857d70e 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x5ed6920b111dff01a5f1342f874db5e416c30c4d 0.000000000000000001
1260882 0x2a7ce2847d5a4fc158ae0131efeef2b63f8ec5246669b699153c473c84e2de51 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x0b7fb9dae8b720dc29ee114fb9391e812226ff08 0.000000000000000001
1260882 0x588f880a48e3292098725d83c04544286e1de183702e34b030072d1b862789ea 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xbc93409e176ac13a2b448de86e69dd74e15d5774 0.000000000000000001
1260882 0xb17123502e61304368bb7a91d139c804fef9d27072dc413c80094bf39746475e 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x3ac99d25ba1b07f27cef167af3507660bb654b35 0.000000000000000001
1260882 0xe429ad341d8def8569e2f9fd6fe07e4614360a472435d01aadfa8a28aa867ad9 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xc02c13aad273cce66af071fd71b805656a76a86a 0.000000000000000001
1260882 0xa5148298b29f3dd2a6f41d0030f15265f3856ab220aae007584a30948f0bdbf0 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x8ea1c9f7f84a29598498f66f2e32cdb26320d90f 0.000000000000000001
1260882 0xc6e58ba4e506517f125ed4bf4b272830fa9895ab106add976d69082ef9f45c26 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x89b7c680eea8706fc32599aa38e1b23c1e912038 0.000000000000000001
1260882 0x66791d4f06463fd95d14ccd8fe5243244955204c7b72ac296a8679f155aa3874 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xb6a21f63fb77afa897ecb683c4454f074862cca7 0.000000000000000001
1260882 0x1f7b7af86a2379c74e8d78000e30f77430030ee49b9023fdc9c4e626915d3d95 0x61c808d82a3ac53231750dadc13c777b59310bd9 0xcfaaf591177deeca29095b27ea3fbe954ea37526 0.000000000000000001
1260882 0xd10d005be96220b6b5942132def61ba482875b6c29273cea3f4a9a9ffdec9fa7 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x480a69dae0437f33a504397ec9883032a5227e52 0.000000000000000001
1260882 0x8d42aa037a9d886c1297277c7a6e6973a814c3b2a3f928a239af2fb17c1e5119 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x658db17cbe3433feaf0c60fa00d5f665228a3cb4 0.000000000000000001
1260882 0xc0556b11446009665f1b2bf72b4af2b16c19900680593c0d586705850d8f146c 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x987fdcaaa01b730f744635fb7dceb3151aabce54 0.000000000000000001
1260882 0x0896ec635439846cc4b304f101d0c145eb42af7c96ba49a041a2e8a719eff208 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x4700665fa960d970a3eb7062a4e0619fe9b81875 0.000000000000000001
1260883 0xd057c0be927d0cf519036827d37b96e9ea6aa2eb3c80c165381b77c648c16ae9 0x61c808d82a3ac53231750dadc13c777b59310bd9 0x6e636d34d11666c7a8268a2c23d60b5d092057bf 0.000000000000000006
1265252 0xa7900a80bf7372435d5ef20a197a23a19e675560b9667d1d5718e84206ceb648 0x5503983423ab4f6ab23187c00829db50043993bd 0x59ff9b5608dd06706b84754eead66aecdeebce1d 1
1265312 0x166fae1ccdc6ef25a11c23230412aaebe164e23a4f38cf9ce4c901126850b69d 0x5503983423ab4f6ab23187c00829db50043993bd 0x8215f28aedb3c523f90c545cb1a1f48b29ad72f7 1
1265334 0x48b8e4872816f5b64e09663cba0f793eeedb9c1de4f8f34e12c3f42d2b448c71 0xe2e404bb8de94ffd8c654b2c59fc554bd8c761c7 0x8156d64b6dc57fe975230c761fb97c10299af21b 1
1265384 0x47a4885039f5d0ba64a1caca75e4b26bed99af721fcf9833156ea697117e2d93 0xa8d2e43fb301161ec22abcc25163b6cfe6409020 0x05fa74341fb85be73ad99bfa7a6a6e12c1a8ea2c 2
1265419 0x44c1d0b93327bd0bd8ce82e88f111ea865d79791f5bcdde1c46cb74c8c448bdd 0x18106ec466f97192f0d65a350d251004309a4a6b 0xeb4a1a06d058c715979f1de9788b495aff7214c5 2
1280009 0xc30423dafa36ce6623e75108a9cacabdd7b8b2c5d65c315efb309cbae3889973 0xd94c9ff168dc6aebf9b6cc86deff54f3fb0afc33 0x56099a588ad9515dd78f0f7dc831aa7d6897e9b7 2400
1291049 0x9a194cb759459c34f5932632b399dd9849ba038780e2945553a3ff1be07f5850 0xf4e8e25122c588c599e6aac349e4c0a35c55a86a 0xa634104e5e6bb7315e30203fb66f131ffede8d8f 10
1301503 0x5f85fe5c568b5dac214851d285783e3119e4a8ddd47b170b5ce689dd40195dca 0x22195cdc6477bca571bd3adc7deaa9c8f08b461b 0x0c21717d718e876a26d64712f1cff2d7eafc9b47 1
1303528 0x3ce8d4c262b8264a95c53312e45cd5db712aabc599fe2b960f192a97ef09c491 0x22195cdc6477bca571bd3adc7deaa9c8f08b461b 0xcf2e225638842dec46cb6a1650fa53f21793e51b 2
1335051 0x92780e390055933abc748d23210104df48b08fc06a1022517fcc8cf7c122060a 0x3769da0361b0c2c28d86b313118d420e102b8956 0x90fcf441bd2d4477f9a6adadfc73b1b675526e07 28.7
1344522 0x73ea3d018c1a19035f76fd871a2b8c7ea164b7debab4ddb551fe313ff61729ae 0x00b320deba55231c8c8449e4b65b85d353d498dd 0x267c841e10a4b95065569bac094d26adec5e2785 0.1
1344531 0x1c7be6504990ccc25e2257ca09e75c1a86710a1af6ad542b4d5a579ae6fb6c9f 0x00b320deba55231c8c8449e4b65b85d353d498dd 0x938673c1840393cfbf35ba270e633134e30d513c 0.1
1372145 0xd41542b1e28a69c9ec81b71754ddcdc68ae7a903fc39735f7742c26f0d65e2b7 0x328e4fadbdbee8d01550cb3312dd83501aef0e7c 0xfc3d85a693b4f41cb1021606920c198d813e59d5 0.05
1380097 0x9965f1fe38388ad1a0433fd820c5e1e7b6e458bd2ed23158337abe712a0b0957 0xa05e628f931bcccb4400d97b4148c3ce11f5daf1 0xab5644d8ebef817eacf9b893d3464558db70027d 0.0000000000000001
1431639 0xec59f7865fccbd41c150dd0814c59828f7eff4e15623f52c5be5134fba928008 0xb21a357712d011149a1c2c452e8f9b021a72b42f 0xd17dca08d9569a70f097ae767fa621d4c3da22fa 0.1
1439143 0xada237dff477701c543e7bd98dca92999cfb6834c5f35b6994d828e6313fc150 0xa495604eccaaa4cd55dfff9d273eea31eebeb696 0xf15041b6f01abffff59838114f8c16fcd1067338 0.1
1449004 0xbccc76ab1920aa647f0aacf58c8359a53bcc1b801718b01ebc764cc3c1e6484b 0xa495604eccaaa4cd55dfff9d273eea31eebeb696 0xfdf08d97fa8fceb68dcae075d29ee2e50f2b875b 0.1
1449021 0x57282f1963b52a0e582dcff2f32b8530ab286414119cf3d0120e2c6ff6bbdb85 0xa495604eccaaa4cd55dfff9d273eea31eebeb696 0x18bbe4dc5be548e21ab73761ca8ff17fa20008cc 0.1
1502631 0x512ac2a993cbc27a1a29141b499e72c4d475053705612dc1fb1cdc295da88cc8 0x69043502b2aa49f4634f9d15d1edcf8df54e5aeb 0x23837dc00b36e8a7aacf608fea4ab3c82b600ad3 1.3
1504982 0xc0c3eaafbb57554fe59ffa400096fdbc4f2d8ef4f3c6d4ed7c00332dfcec7e4e 0x148b0042a4c44acdf465ae1a53cbe2b78c040546 0x75af654311d7b3166d75e302b42e6e8e273cd0d1 0.008
1525810 0x2b227d602fc3ac76ae6792a1ba8fbcfff46fc1ad1733bf4d096316dc1e78920d 0x8d7da1fefa006bd33dae1259ec4b4e5b73c57cf7 0x25346c3d413ef05fa49a385dd18e4e1a99deb501 0.0000000000001
1525810 0xb1a4f5f570c2de7255fa515658356c875d403516338884c099955c279789a41b 0x8d7da1fefa006bd33dae1259ec4b4e5b73c57cf7 0x12b9c506e5aa850fcf01f7f0acdc4cba90c46654 0.0000000000001
1535449 0xe5c8ebb805ff37930aa048b9b291b62cd28e0b2c717a9f7c1e989a5b7475571f 0x53786e5722f854a62783395dcdc27d633a9b063e 0xd7f435f35a8cc56e82863e6521bfc2c9fc44e215 0.000000000000000001
1535592 0x95b129c766b7e6f5b20945f1d08bfea0e761c40fcfb95516e8fe3f7aecb1bb47 0xe67172f8af19a34ad894dfa16a7d9d6012c0f2d6 0xf1d2d156950f1881aac2e5fcd1aaf5d3daa7ae52 0.5
1559812 0x4eee50ddf1ad3291ccf19c8eeaea94a1bf022c1cf19de0f1d08c84259a71958b 0x2cb7caffdc0a6cb87d340071ced95b47ed676402 0x82e3f878152437cf0788fe4669405e4fec59a681 0.001
1582247 0x541b18e626679126491d5ff726a1ee344d579f00c67eebbd15cce8b276ca7cc0 0x6caf7c170c4773713d00fab7285b09f529b06ee3 0x19c1fbf9e7e5305aad11b1659e95293b5446a064 0.01
1582282 0x7a01c0ac7973c464e2a101b2d15acc21e91a4e927b043e41fabc5d24866372e1 0x6caf7c170c4773713d00fab7285b09f529b06ee3 0xaebe3958180be1346462fe620db7f9041d8e9f62 3
1583216 0x77ed1be977d84968e83235c5aa964b9971d0f9f52d2b5b8a0bec58aefd70bf4e 0x6caf7c170c4773713d00fab7285b09f529b06ee3 0x56679e8d571d7ddd25c105b738fb2761e79297b1 0.05
1583234 0x4c4b76288c1ab8f1f1b72df92a26370776803a41ac1df54bd30426f06cfe85c6 0x6caf7c170c4773713d00fab7285b09f529b06ee3 0x83e1ea0c337693126eb3f493723d93263313beb4 0.01
1632400 0xbfae7cc06afe91353b1ab9e9277cacbd7cbbaabdbd9a77db8c4d682e6df9887f 0x5931512bd1e5340b1d7669d9dd1031f3c961cc5d 0x4cf262303e27cbf8fe80135aa014faa89a1b29ba 0.008
1683112 0xbe136d50fae7de35156e135099139be28a70aba7eb7e0ebdef88c1fccd38c437 0x0f059b74184bba8af43dbd2baf49b39d440d53d9 0x0ca2ea897d9f3776e27abe195ebccddfbcd1536b 5
1715013 0x1336fb7d48861fc0765dac99d10e2fcdb15db573ca96852348bc82b13458b538 0xa47132c48bc31b97cfbe2ce1e9578a20a5fc2898 0x515aa7c91f2b53154090401f3b78fee2d0310918 0.000000000000000001
1747886 0x512b7dd9fc06c0055d7e08bb1b65f7906a1ea3ed7d02a41006202b184d615594 0x0f478069cf0527601e2c10a618904de4057a85fc 0x1dd6dc7d25432fed8cd6c1cb5bd5fcd726afd290 0.1
1754978 0x5643b18476df99e04261e954fd00fd84c7975a5a345b40bdbea6e4bd5da4e1c5 0xd8da6bf26964af9d7eed9e03e53415d37aa96045 0x4a59f94b5056335595d48f6706c5e1ae90fe8be3 0.02
1808523 0x84c61076f5f2df5ece3c98621bdee658d2a9d1051a8182d3c34fb264de1725e1 0xdc99b79555385ab2fe0ff28c3c954a07b28aac5e 0x167be0e7fc2d5e6dd42c5738ee2458e8f5e1e873 4
1828897 0x29561de87e220bf506f3c4a637219db2f69b9df17337c698e0dde2fbc30c3b6c 0x79f09717c5b352078234832e5737651ddb333548 0x1c3c0a1328d623a6f15ff753d33611bdca63b112 0.05
1835217 0xd41ea6ffec48d5b73a15d30048c07512196242a2c835a59d7b154038fbaeb13d 0x068e5c47ff4ebefb0243a9676b6f41af4b811bf6 0x51fd00190175a9c1f51b8cce2e57de1995d9fee4 10
1872094 0xeba99c87ea22839e1ef34c6109228b284e8465cbf9d65d3b56165daea7dccb95 0x28ae6fb50ee3b9aa3edabb6d51265ac599c75e58 0xe1d6b08f3d3b5c80c1fde685e98c04a6bcbc77e9 101.16
1890105 0x61e58961397dde1ebac1c9b57e026fa7a2b8af569da8ec86fd248bab55b555ca 0xc053b14a595122995bd3de5d6354c6c30d024944 0x012f5eefd6ad9fc5ccfced5f18ce8fd5668ec814 0.8
1955092 0xa6947c1012d90230cd7d06def76c5742c0b0b07bbfac96bf99bb0f8af80ef1c0 0x3cfaec6bd72548f8e332fbeb86403879b9d48a26 0x9ea0ca31f991eb4988f6e916bb2eda4e38d40558 0.000000000000000001
1968842 0xf0672594d2d495c6da715af272f1aa353c270aca122861d98b1d3274e8aee503 0x79f09717c5b352078234832e5737651ddb333548 0x7ad07f8775e38b9f642222395c2ce2560d3dadd2 0.001
2010380 0x0a76eeea6d8821b670bd60f3ae1b4a3689f26d0c471b1a8e0d04735b8408696f 0x57b6c245bf2e526de30f2a48f962d4db9e144c44 0xa54a6a4f0c0f5ceb053c218ea79844d68f8a5e45 0.000000000088
